ฤๅํü_๒ๅ์๏ๅ๐เ๒๓๐เ;ฤๅํü_ไเโ๋ๅํ่ๅ;ฤๅํü_โๅ๒ๅ๐;ยๅ๗ๅ๐_๒ๅ์๏ๅ๐เ๒๓๐เ;ยๅ๗ๅ๐_ไเโ๋ๅํ่ๅ;ยๅ๗ๅ๐_โๅ๒ๅ๐
23.0;746;ัย 2์/๑;18.0;746.0;ัย 2์/๑
22.0;746;ย 2์/๑;18.0;747.0;ย 2์/๑
19.0;747;ย 2์/๑;17.0;748.0;ย 2์/๑
22.0;746;ย 2์/๑;20.0;745.0;ย 2์/๑
14.0;742;ัย 3์/๑;13.0;742.0;ัย 3์/๑
18.0;744;ั 3์/๑;14.0;746.0;ั 3์/๑
13.0;749;Þย 1์/๑;10.0;750.0;Þย 1์/๑
18.0;751;ั 3์/๑;13.0;753.0;ั 3์/๑
22.0;754;ว 2์/๑;19.0;753.0;ว 2์/๑
22.0;752;ัว 3์/๑;15.0;752.0;ัว 3์/๑
20.0;746;ว 2์/๑;18.0;747.0;ว 2์/๑
21.0;750;-;17.0;750.0;-
27.0;750;ว 2์/๑;17.0;749.0;ว 2์/๑
30.0;750;Þว 1์/๑;22.0;749.0;Þว 1์/๑
29.0;749;ว 3์/๑;22.0;748.0;ว 3์/๑
28.0;746;Þ 3์/๑;23.0;743.0;Þ 3์/๑
22.0;743;-;19.0;744.0;-
21.0;749;ัย 1์/๑;14.0;749.0;ัย 1์/๑
19.0;748;ัย 2์/๑;16.0;746.0;ัย 2์/๑
18.0;737;ย 1์/๑;13.0;737.0;ย 1์/๑
13.0;736;Þ 2์/๑;12.0;737.0;Þ 2์/๑
14.0;738;ว 2์/๑;14.0;739.0;ว 2์/๑
20.0;739;Þย 2์/๑;16.0;738.0;Þย 2์/๑
16.0;737;Þว 4์/๑;13.0;738.0;Þว 4์/๑
16.0;740;Þว 3์/๑;15.0;740.0;Þว 3์/๑
14.0;740;Þ 1์/๑;12.0;739.0;Þ 1์/๑
15.0;740;-;10.0;742.0;-
17.0;746;ว 3์/๑;15.0;747.0;ว 3์/๑
22.0;745;ัว 3์/๑;15.0;746.0;ัว 3์/๑
15.0;746;Þย 1์/๑;16.0;745.0;Þย 1์/๑
17.0;746;ั 1์/๑;9.0;746.0;ั 1์/๑
15.0;747;ว 2์/๑;12.0;749.0;ว 2์/๑
15.0;752;ัว 2์/๑;8.0;752.0;ัว 2์/๑
14.0;752;ัว 3์/๑;7.0;752.0;ัว 3์/๑
10.0;745;ว 2์/๑;11.0;744.0;ว 2์/๑
10.0;749;ัว 2์/๑;7.0;749.0;ัว 2์/๑
13.0;748;ว 2์/๑;13.0;749.0;ว 2์/๑
20.0;747;Þว 3์/๑;14.0;746.0;Þว 3์/๑
10.0;743;ย 1์/๑;11.0;741.0;ย 1์/๑
11.0;744;ว 6์/๑;8.0;747.0;ว 6์/๑
9.0;749;ัว 2์/๑;6.0;749.0;ัว 2์/๑
9.0;749;Þว 2์/๑;9.0;745.0;Þว 2์/๑
10.0;743;ว 4์/๑;9.0;746.0;ว 4์/๑
13.0;749;Þ 1์/๑;5.0;748.0;Þ 1์/๑
12.0;737;Þว 2์/๑;9.0;735.0;Þว 2์/๑
7.0;731;ัย 3์/๑;7.0;732.0;ัย 3์/๑
10.0;737;Þว 1์/๑;9.0;739.0;Þว 1์/๑
9.0;741;ัว 2์/๑;8.0;743.0;ัว 2์/๑
9.0;744;Þว 2์/๑;10.0;742.0;Þว 2์/๑
12.0;742;ัว 2์/๑;7.0;745.0;ัว 2์/๑
14.0;749;ว 2์/๑;11.0;750.0;ว 2์/๑
16.0;751;Þว 3์/๑;13.0;753.0;Þว 3์/๑
17.0;756;Þ 3์/๑;13.0;757.0;Þ 3์/๑
17.0;755;Þย 2์/๑;14.0;753.0;Þย 2์/๑
15.0;749;Þ 3์/๑;15.0;748.0;Þ 3์/๑
17.0;746;Þว 3์/๑;16.0;745.0;Þว 3์/๑
19.0;739;Þว 3์/๑;12.0;740.0;Þว 3์/๑
11.0;749;ว 2์/๑;3.0;751.0;ว 2์/๑
10.0;754;ัว 1์/๑;5.0;754.0;ัว 1์/๑
6.0;756;ัว 2์/๑;3.0;758.0;ัว 2์/๑
6.0;759;ว 2์/๑;3.0;760.0;ว 2์/๑
7.0;759;Þย 1์/๑;3.0;759.0;Þย 1์/๑
9.0;755;ย 2์/๑;6.0;755.0;ย 2์/๑
12.0;756;Þย 1์/๑;9.0;757.0;Þย 1์/๑
15.0;757;Þ 1์/๑;10.0;757.0;Þ 1์/๑
8.0;755;ัว 2์/๑;7.0;755.0;ัว 2์/๑
8.0;754;ว 2์/๑;4.0;753.0;ว 2์/๑
4.0;752;ัย 2์/๑;3.0;753.0;ัย 2์/๑
4.0;754;ัย 3์/๑;1.0;755.0;ัย 3์/๑
3.0;757;ัย 2์/๑;0.0;757.0;ัย 2์/๑
3.0;755;ั 3์/๑;3.0;755.0;ั 3์/๑
1.0;758;ัว 2์/๑;0.0;761.0;ัว 2์/๑
1.0;758;ว 3์/๑;1.0;755.0;ว 3์/๑
3.0;748;ว 3์/๑;4.0;747.0;ว 3์/๑
7.0;746;ว 2์/๑;5.0;746.0;ว 2์/๑
7.0;744;Þว 2์/๑;5.0;744.0;Þว 2์/๑
6.0;751;ั 1์/๑;6.0;752.0;ั 1์/๑
5.0;748;Þว 5์/๑;4.0;746.0;Þว 5์/๑
1.0;746;ั 2์/๑;-2.0;749.0;ั 2์/๑
-7.0;755;ั 3์/๑;-9.0;757.0;ั 3์/๑
-9.0;758;ัย 3์/๑;-11.0;759.0;ัย 3์/๑
-5.0;758;ัว 3์/๑;-7.0;758.0;ัว 3์/๑
-3.0;747;Þ 4์/๑;-4.0;741.0;Þ 4์/๑
-4.0;738;ย 3์/๑;-3.0;740.0;ย 3์/๑
0.0;750;Þย 2์/๑;0.0;753.0;Þย 2์/๑
-1.0;755;ัย 2์/๑;-2.0;755.0;ัย 2์/๑
-2.0;757;ั 1์/๑;-3.0;759.0;ั 1์/๑
-3.0;760;ัว 2์/๑;-5.0;756.0;ัว 2์/๑
-2.0;751;ว 2์/๑;-3.0;749.0;ว 2์/๑
-2.0;740;ว 3์/๑;-3.0;740.0;ว 3์/๑
-6.0;744;Þว 3์/๑;-5.0;744.0;Þว 3์/๑
-6.0;745;Þว 3์/๑;-6.0;741.0;Þว 3์/๑
-5.0;746;ั 4์/๑;-5.0;749.0;ั 4์/๑
-5.0;751;Þว 2์/๑;-5.0;746.0;Þว 2์/๑
0.0;737;ัว 3์/๑;-5.0;743.0;ัว 3์/๑
-4.0;751;ัว 4์/๑;-7.0;752.0;ัว 4์/๑
-7.0;748;ว 3์/๑;-8.0;749.0;ว 3์/๑
-12.0;758;ัย 2์/๑;-14.0;761.0;ัย 2์/๑
-13.0;762;ว 1์/๑;-13.0;761.0;ว 1์/๑
-8.0;754;Þว 2์/๑;-7.0;752.0;Þว 2์/๑
-5.0;755;Þว 2์/๑;-7.0;753.0;Þว 2์/๑
-9.0;751;Þ 3์/๑;-8.0;752.0;Þ 3์/๑
-5.0;748;Þ 5์/๑;-5.0;746.0;Þ 5์/๑
-5.0;751;ย 2์/๑;-4.0;744.0;ย 2์/๑
-1.0;746;ย 1์/๑;-1.0;746.0;ย 1์/๑
-5.0;749;ย 1์/๑;-6.0;752.0;ย 1์/๑
-6.0;754;ัย 2์/๑;-5.0;756.0;ัย 2์/๑
-4.0;757;Þว 2์/๑;-8.0;756.0;Þว 2์/๑
-6.0;754;Þว 3์/๑;-6.0;753.0;Þว 3์/๑
-1.0;750;Þว 4์/๑;0.0;752.0;Þว 4์/๑
0.0;753;Þว 4์/๑;-1.0;753.0;Þว 4์/๑
-7.0;755;Þย 3์/๑;-7.0;755.0;Þย 3์/๑
-10.0;757;Þย 2์/๑;-10.0;758.0;Þย 2์/๑
-7.0;758;ย 2์/๑;-9.0;758.0;ย 2์/๑
-12.0;758;Þย 2์/๑;-14.0;757.0;Þย 2์/๑
-14.0;755;ย 1์/๑;-15.0;753.0;ย 1์/๑
-9.0;747;ย 2์/๑;-9.0;749.0;ย 2์/๑
-5.0;757;ั 2์/๑;-6.0;759.0;ั 2์/๑
-11.0;763;ย 1์/๑;-11.0;762.0;ย 1์/๑
-8.0;762;Þว 2์/๑;-9.0;763.0;Þว 2์/๑
-9.0;763;Þย 1์/๑;-11.0;762.0;Þย 1์/๑
-13.0;763;Þย 3์/๑;-13.0;764.0;Þย 3์/๑
-12.0;767;Þย 3์/๑;-14.0;767.0;Þย 3์/๑
-11.0;768;Þ 4์/๑;-11.0;769.0;Þ 4์/๑
-8.0;766;Þย 3์/๑;-8.0;764.0;Þย 3์/๑
-7.0;759;Þย 4์/๑;-8.0;759.0;Þย 4์/๑
-10.0;755;Þ 2์/๑;-10.0;754.0;Þ 2์/๑
-9.0;752;Þย 2์/๑;-8.0;751.0;Þย 2์/๑
-5.0;750;ว 1์/๑;-5.0;751.0;ว 1์/๑
-8.0;752;-;-9.0;752.0;-
-8.0;748;ว 4์/๑;-6.0;743.0;ว 4์/๑
0.0;736;ว 2์/๑;1.0;737.0;ว 2์/๑
1.0;729;ัว 4์/๑;-2.0;731.0;ัว 4์/๑
-3.0;748;ัว 4์/๑;-4.0;750.0;ัว 4์/๑
-3.0;753;Þว 2์/๑;-5.0;755.0;Þว 2์/๑
-8.0;752;Þย 2์/๑;-7.0;751.0;Þย 2์/๑
-5.0;753;ย 2์/๑;-5.0;752.0;ย 2์/๑
-6.0;751;ย 2์/๑;-7.0;750.0;ย 2์/๑
-6.0;752;ย 1์/๑;-9.0;752.0;ย 1์/๑
-11.0;749;Þ 2์/๑;-9.0;749.0;Þ 2์/๑
-4.0;749;Þ 2์/๑;-2.0;749.0;Þ 2์/๑
-1.0;754;Þ 3์/๑;-5.0;755.0;Þ 3์/๑
-8.0;756;Þย 2์/๑;-9.0;758.0;Þย 2์/๑
-10.0;759;Þย 3์/๑;-12.0;759.0;Þย 3์/๑
-11.0;758;ย 4์/๑;-12.0;757.0;ย 4์/๑
-11.0;753;ย 2์/๑;-11.0;752.0;ย 2์/๑
-10.0;750;Þว 1์/๑;-12.0;750.0;Þว 1์/๑
-10.0;749;Þ 2์/๑;-8.0;748.0;Þ 2์/๑
-4.0;747;Þ 2์/๑;-4.0;747.0;Þ 2์/๑
-3.0;749;Þย 2์/๑;-4.0;750.0;Þย 2์/๑
-3.0;754;ย 2์/๑;-4.0;755.0;ย 2์/๑
-6.0;754;Þย 3์/๑;-6.0;753.0;Þย 3์/๑
-4.0;754;Þย 4์/๑;-4.0;757.0;Þย 4์/๑
-7.0;758;ย 4์/๑;-9.0;758.0;ย 4์/๑
-11.0;762;ย 2์/๑;-14.0;762.0;ย 2์/๑
-13.0;764;ย 2์/๑;-15.0;764.0;ย 2์/๑
-14.0;769;Þย 2์/๑;-15.0;769.0;Þย 2์/๑
-12.0;769;ย 2์/๑;-14.0;769.0;ย 2์/๑
-9.0;767;ย 2์/๑;-10.0;766.0;ย 2์/๑
-6.0;763;ย 2์/๑;-7.0;762.0;ย 2์/๑
-6.0;764;ย 2์/๑;-9.0;765.0;ย 2์/๑
-8.0;770;ย 3์/๑;-10.0;771.0;ย 3์/๑
-9.0;769;ัย 3์/๑;-10.0;767.0;ัย 3์/๑
-10.0;765;ย 1์/๑;-14.0;766.0;ย 1์/๑
-10.0;767;ัว 1์/๑;-15.0;766.0;ัว 1์/๑
-16.0;766;ัย 2์/๑;-18.0;767.0;ัย 2์/๑
-17.0;767;ย 4์/๑;-19.0;768.0;ย 4์/๑
-19.0;772;ย 3์/๑;-21.0;773.0;ย 3์/๑
-19.0;772;ย 2์/๑;-21.0;772.0;ย 2์/๑
-19.0;777;ย 1์/๑;-24.0;779.0;ย 1์/๑
-15.0;776;ั 2์/๑;-20.0;774.0;ั 2์/๑
-14.0;770;ัย 2์/๑;-16.0;770.0;ัย 2์/๑
-13.0;769;ย 2์/๑;-14.0;767.0;ย 2์/๑
-13.0;760;ย 5์/๑;-11.0;758.0;ย 5์/๑
-12.0;756;ย 3์/๑;-16.0;758.0;ย 3์/๑
-17.0;762;Þย 2์/๑;-18.0;762.0;Þย 2์/๑
-14.0;763;Þย 2์/๑;-16.0;764.0;Þย 2์/๑
-17.0;766;-;-25.0;766.0;-
-17.0;764;Þย 1์/๑;-18.0;764.0;Þย 1์/๑
-13.0;764;ย 2์/๑;-14.0;763.0;ย 2์/๑
-11.0;758;Þย 4์/๑;-14.0;757.0;Þย 4์/๑
-10.0;758;Þย 2์/๑;-13.0;759.0;Þย 2์/๑
-8.0;758;ย 3์/๑;-12.0;758.0;ย 3์/๑
-9.0;760;Þย 2์/๑;-12.0;761.0;Þย 2์/๑
-6.0;762;ัว 2์/๑;-11.0;763.0;ัว 2์/๑
-6.0;765;ัว 2์/๑;-10.0;764.0;ัว 2์/๑
-5.0;761;ว 1์/๑;-10.0;760.0;ว 1์/๑
-10.0;757;Þ 2์/๑;-13.0;757.0;Þ 2์/๑
-8.0;756;Þ 2์/๑;-13.0;755.0;Þ 2์/๑
-8.0;751;Þย 3์/๑;-11.0;749.0;Þย 3์/๑
-10.0;746;Þย 4์/๑;-10.0;746.0;Þย 4์/๑
-9.0;745;ย 5์/๑;-10.0;745.0;ย 5์/๑
-9.0;746;ย 4์/๑;-8.0;747.0;ย 4์/๑
-3.0;749;ย 2์/๑;-3.0;749.0;ย 2์/๑
-1.0;745;Þย 2์/๑;-2.0;745.0;Þย 2์/๑
-3.0;744;Þย 2์/๑;-3.0;743.0;Þย 2์/๑
-3.0;740;ย 2์/๑;-6.0;739.0;ย 2์/๑
-4.0;736;ย 2์/๑;-6.0;737.0;ย 2์/๑
-3.0;741;Þย 2์/๑;-6.0;743.0;Þย 2์/๑
-3.0;740;ั 3์/๑;-5.0;740.0;ั 3์/๑
-3.0;741;ย 2์/๑;-6.0;743.0;ย 2์/๑
-6.0;746;ย 2์/๑;-9.0;746.0;ย 2์/๑
-7.0;750;ย 2์/๑;-7.0;750.0;ย 2์/๑
-6.0;749;Þย 2์/๑;-13.0;751.0;Þย 2์/๑
-13.0;754;ย 2์/๑;-15.0;755.0;ย 2์/๑
-10.0;756;Þย 1์/๑;-15.0;758.0;Þย 1์/๑
-12.0;755;Þ 2์/๑;-16.0;753.0;Þ 2์/๑
-11.0;740;ย 3์/๑;-10.0;737.0;ย 3์/๑
-5.0;728;ย 3์/๑;-2.0;722.0;ย 3์/๑
-1.0;736;ว 2์/๑;-5.0;739.0;ว 2์/๑
-3.0;743;ัว 2์/๑;-8.0;745.0;ัว 2์/๑
-6.0;743;ว 3์/๑;-6.0;742.0;ว 3์/๑
1.0;742;ว 4์/๑;1.0;741.0;ว 4์/๑
6.0;747;ัว 1์/๑;-1.0;749.0;ัว 1์/๑
0.0;743;Þ 3์/๑;0.0;743.0;Þ 3์/๑
1.0;737;Þว 5์/๑;0.0;739.0;Þว 5์/๑
3.0;742;ัว 2์/๑;-1.0;737.0;ัว 2์/๑
0.0;742;ว 3์/๑;-4.0;742.0;ว 3์/๑
-2.0;740;ั 2์/๑;-4.0;743.0;ั 2์/๑
-1.0;747;ัว 3์/๑;-4.0;749.0;ัว 3์/๑
-3.0;747;Þย 3์/๑;-3.0;737.0;Þย 3์/๑
0.0;732;Þว 3์/๑;-1.0;734.0;Þว 3์/๑
-3.0;738;ว 3์/๑;-5.0;742.0;ว 3์/๑
-2.0;746;Þว 3์/๑;-4.0;746.0;Þว 3์/๑
2.0;741;Þว 5์/๑;3.0;742.0;Þว 5์/๑
3.0;739;Þย 3์/๑;1.0;738.0;Þย 3์/๑
3.0;736;Þ 2์/๑;3.0;734.0;Þ 2์/๑
4.0;742;ว 3์/๑;1.0;744.0;ว 3์/๑
2.0;745;Þว 3์/๑;1.0;748.0;Þว 3์/๑
4.0;755;ว 3์/๑;0.0;756.0;ว 3์/๑
8.0;751;Þ 3์/๑;7.0;749.0;Þ 3์/๑
3.0;749;ั 1์/๑;1.0;749.0;ั 1์/๑
9.0;748;Þย 2์/๑;7.0;746.0;Þย 2์/๑
12.0;743;Þย 3์/๑;13.0;743.0;Þย 3์/๑
19.0;743;Þย 2์/๑;15.0;742.0;Þย 2์/๑
22.0;746;Þย 2์/๑;18.0;745.0;Þย 2์/๑
12.0;746;ว 4์/๑;8.0;749.0;ว 4์/๑
14.0;750;ัย 2์/๑;12.0;749.0;ัย 2์/๑
21.0;740;Þ 4์/๑;14.0;743.0;Þ 4์/๑
17.0;749;ว 3์/๑;14.0;750.0;ว 3์/๑
20.0;752;ัย 1์/๑;17.0;751.0;ัย 1์/๑
25.0;748;Þย 2์/๑;20.0;747.0;Þย 2์/๑
29.0;746;Þย 3์/๑;23.0;745.0;Þย 3์/๑
25.0;744;Þว 3์/๑;21.0;743.0;Þว 3์/๑
24.0;745;ัย 2์/๑;19.0;746.0;ัย 2์/๑
25.0;747;ย 3์/๑;21.0;747.0;ย 3์/๑
28.0;747;Þย 3์/๑;22.0;747.0;Þย 3์/๑
17.0;746;ย 1์/๑;16.0;746.0;ย 1์/๑
25.0;747;Þย 1์/๑;21.0;746.0;Þย 1์/๑
22.0;747;ว 3์/๑;16.0;749.0;ว 3์/๑
23.0;752;ัว 1์/๑;15.0;752.0;ัว 1์/๑
25.0;751;ั 2์/๑;19.0;752.0;ั 2์/๑
25.0;749;ว 1์/๑;19.0;749.0;ว 1์/๑
24.0;750;ัว 2์/๑;19.0;749.0;ัว 2์/๑
22.0;748;ว 3์/๑;21.0;744.0;ว 3์/๑
6.0;743;ั 2์/๑;7.0;745.0;ั 2์/๑
11.0;745;ั 2์/๑;9.0;741.0;ั 2์/๑
14.0;740;ั 3์/๑;8.0;744.0;ั 3์/๑
13.0;740;ว 2์/๑;8.0;741.0;ว 2์/๑
18.0;741;ว 3์/๑;10.0;746.0;ว 3์/๑
16.0;751;ว 1์/๑;8.0;751.0;ว 1์/๑
21.0;751;Þ 3์/๑;20.0;751.0;Þ 3์/๑
27.0;752;ว 2์/๑;22.0;752.0;ว 2์/๑
27.0;753;ว 2์/๑;18.0;754.0;ว 2์/๑
29.0;757;ว 2์/๑;21.0;757.0;ว 2์/๑
30.0;758;Þว 3์/๑;22.0;756.0;Þว 3์/๑
26.0;755;ั 2์/๑;19.0;754.0;ั 2์/๑
21.0;748;-;21.0;748.0;-
29.0;746;ว 2์/๑;20.0;746.0;ว 2์/๑
24.0;748;Þย 2์/๑;17.0;749.0;Þย 2์/๑
21.0;752;ัย 3์/๑;16.0;754.0;ัย 3์/๑
22.0;754;ย 2์/๑;17.0;754.0;ย 2์/๑
21.0;753;ว 1์/๑;18.0;752.0;ว 1์/๑
25.0;754;ย 2์/๑;16.0;755.0;ย 2์/๑
27.0;758;ว 2์/๑;17.0;758.0;ว 2์/๑
27.0;758;ว 1์/๑;19.0;757.0;ว 1์/๑
27.0;755;ั 1์/๑;19.0;754.0;ั 1์/๑
27.0;752;ว 1์/๑;23.0;749.0;ว 1์/๑
26.0;746;Þ 1์/๑;22.0;745.0;Þ 1์/๑
12.0;749;ั 4์/๑;12.0;750.0;ั 4์/๑
15.0;749;ย 3์/๑;15.0;749.0;ย 3์/๑
21.0;743;ย 2์/๑;20.0;742.0;ย 2์/๑
25.0;741;ว 2์/๑;20.0;741.0;ว 2์/๑
18.0;743;ว 3์/๑;12.0;745.0;ว 3์/๑
25.0;746;ว 2์/๑;16.0;747.0;ว 2์/๑
27.0;749;Þว 2์/๑;22.0;748.0;Þว 2์/๑
23.0;746;Þย 1์/๑;22.0;746.0;Þย 1์/๑
26.0;746;ว 2์/๑;22.0;746.0;ว 2์/๑
25.0;746;ว 2์/๑;19.0;746.0;ว 2์/๑
20.0;743;ว 5์/๑;14.0;746.0;ว 5์/๑
12.0;746;ว 2์/๑;11.0;748.0;ว 2์/๑
21.0;749;Þว 2์/๑;19.0;749.0;Þว 2์/๑
22.0;747;-;21.0;746.0;-
29.0;743;ย 2์/๑;26.0;741.0;ย 2์/๑
33.0;741;Þว 3์/๑;21.0;742.0;Þว 3์/๑
25.0;746;ว 3์/๑;18.0;746.0;ว 3์/๑
24.0;749;ัว 3์/๑;20.0;747.0;ัว 3์/๑
20.0;746;ว 1์/๑;17.0;746.0;ว 1์/๑
27.0;748;ว 2์/๑;21.0;746.0;ว 2์/๑
34.0;743;Þว 3์/๑;24.0;744.0;Þว 3์/๑
33.0;746;Þว 3์/๑;28.0;746.0;Þว 3์/๑
31.0;749;ัย 2์/๑;20.0;747.0;ัย 2์/๑
31.0;743;ย 3์/๑;27.0;740.0;ย 3์/๑
26.0;740;ั 3์/๑;21.0;742.0;ั 3์/๑
23.0;744;ัว 3์/๑;20.0;744.0;ัว 3์/๑
23.0;743;ั 3์/๑;19.0;743.0;ั 3์/๑
21.0;743;ัย 2์/๑;19.0;743.0;ัย 2์/๑
26.0;743;ัย 2์/๑;21.0;743.0;ัย 2์/๑
19.0;742;-;18.0;743.0;-
24.0;745;ั 3์/๑;19.0;747.0;ั 3์/๑
24.0;747;ั 2์/๑;18.0;748.0;ั 2์/๑
26.0;748;ั 2์/๑;22.0;748.0;ั 2์/๑
29.0;749;Þ 3์/๑;25.0;747.0;Þ 3์/๑
30.0;746;Þย 1์/๑;25.0;746.0;Þย 1์/๑
29.0;743;ย 2์/๑;25.0;741.0;ย 2์/๑
25.0;740;ัว 2์/๑;19.0;742.0;ัว 2์/๑
26.0;746;ว 2์/๑;22.0;746.0;ว 2์/๑
24.0;749;ั 3์/๑;19.0;751.0;ั 3์/๑
19.0;749;ัย 2์/๑;19.0;746.0;ัย 2์/๑
25.0;747;Þย 2์/๑;22.0;747.0;Þย 2์/๑
28.0;749;Þว 1์/๑;21.0;749.0;Þว 1์/๑
29.0;750;ัว 2์/๑;22.0;749.0;ัว 2์/๑
27.0;749;ัย 2์/๑;24.0;748.0;ัย 2์/๑
25.0;747;ย 2์/๑;20.0;746.0;ย 2์/๑
25.0;748;ัย 2์/๑;21.0;748.0;ัย 2์/๑
27.0;749;ั 2์/๑;17.0;749.0;ั 2์/๑
30.0;750;ว 2์/๑;21.0;749.0;ว 2์/๑
32.0;750;ย 1์/๑;28.0;749.0;ย 1์/๑
34.0;748;ัว 2์/๑;29.0;746.0;ัว 2์/๑
31.0;746;Þย 2์/๑;27.0;745.0;Þย 2์/๑
29.0;743;ย 2์/๑;25.0;743.0;ย 2์/๑
32.0;744;ว 2์/๑;24.0;745.0;ว 2์/๑
32.0;745;Þว 2์/๑;23.0;744.0;Þว 2์/๑
27.0;742;Þ 3์/๑;25.0;739.0;Þ 3์/๑
19.0;742;ว 6์/๑;16.0;745.0;ว 6์/๑
22.0;746;Þว 3์/๑;21.0;745.0;Þว 3์/๑
23.0;746;Þว 3์/๑;22.0;746.0;Þว 3์/๑
27.0;746;Þว 3์/๑;19.0;748.0;Þว 3์/๑
26.0;752;ว 3์/๑;18.0;754.0;ว 3์/๑
29.0;753;Þว 3์/๑;22.0;752.0;Þว 3์/๑
23.0;750;ว 2์/๑;19.0;750.0;ว 2์/๑
24.0;750;ว 2์/๑;20.0;751.0;ว 2์/๑
24.0;749;ัว 1์/๑;21.0;749.0;ัว 1์/๑
28.0;748;Þว 2์/๑;23.0;746.0;Þว 2์/๑
25.0;748;ัว 3์/๑;21.0;749.0;ัว 3์/๑
23.0;751;ั 3์/๑;18.0;752.0;ั 3์/๑
25.0;750;ัย 3์/๑;17.0;750.0;ัย 3์/๑
26.0;749;ัว 2์/๑;19.0;747.0;ัว 2์/๑
30.0;749;ัว 1์/๑;22.0;749.0;ัว 1์/๑
32.0;750;ว 3์/๑;25.0;751.0;ว 3์/๑
31.0;750;ั 2์/๑;26.0;750.0;ั 2์/๑
32.0;749;ัว 2์/๑;26.0;749.0;ัว 2์/๑
33.0;748;ัว 2์/๑;22.0;748.0;ัว 2์/๑
32.0;748;ั 1์/๑;28.0;749.0;ั 1์/๑
31.0;750;ัว 2์/๑;26.0;750.0;ัว 2์/๑
33.0;749;ั 1์/๑;23.0;748.0;ั 1์/๑
37.0;745;ว 1์/๑;23.0;748.0;ว 1์/๑
29.0;745;ั 2์/๑;20.0;745.0;ั 2์/๑
22.0;747;ัว 2์/๑;21.0;748.0;ัว 2์/๑
27.0;750;ัย 2์/๑;24.0;750.0;ัย 2์/๑
30.0;749;ัย 2์/๑;25.0;749.0;ัย 2์/๑
28.0;750;ย 2์/๑;25.0;751.0;ย 2์/๑
28.0;748;ย 3์/๑;21.0;746.0;ย 3์/๑
26.0;744;ว 2์/๑;19.0;745.0;ว 2์/๑
21.0;746;ย 1์/๑;19.0;745.0;ย 1์/๑
26.0;740;Þว 3์/๑;19.0;740.0;Þว 3์/๑
23.0;745;ัว 2์/๑;15.0;746.0;ัว 2์/๑
25.0;744;ว 2์/๑;20.0;742.0;ว 2์/๑
24.0;739;ว 2์/๑;19.0;739.0;ว 2์/๑
19.0;738;ว 1์/๑;15.0;739.0;ว 1์/๑
22.0;741;ั 2์/๑;17.0;742.0;ั 2์/๑
23.0;740;ว 3์/๑;17.0;742.0;ว 3์/๑
21.0;744;ัว 3์/๑;15.0;745.0;ัว 3์/๑
20.0;744;ว 1์/๑;15.0;745.0;ว 1์/๑
22.0;748;ัย 2์/๑;18.0;748.0;ัย 2์/๑
25.0;748;Þย 1์/๑;20.0;749.0;Þย 1์/๑
28.0;747;Þย 2์/๑;23.0;745.0;Þย 2์/๑
24.0;741;Þว 3์/๑;17.0;740.0;Þว 3์/๑
13.0;745;ั 3์/๑;12.0;747.0;ั 3์/๑
12.0;747;ัว 2์/๑;10.0;748.0;ัว 2์/๑
12.0;753;ั 2์/๑;7.0;754.0;ั 2์/๑
16.0;751;ว 2์/๑;13.0;751.0;ว 2์/๑
18.0;749;ัว 1์/๑;15.0;748.0;ัว 1์/๑
21.0;746;Þย 1์/๑;16.0;747.0;Þย 1์/๑
23.0;748;ว 2์/๑;15.0;748.0;ว 2์/๑
24.0;743;Þว 2์/๑;20.0;742.0;Þว 2์/๑
15.0;742;ัว 2์/๑;9.0;744.0;ัว 2์/๑
18.0;743;Þว 3์/๑;16.0;741.0;Þว 3์/๑
11.0;743;ว 4์/๑;10.0;745.0;ว 4์/๑
12.0;747;ว 3์/๑;11.0;748.0;ว 3์/๑
14.0;747;ว 2์/๑;11.0;745.0;ว 2์/๑
20.0;747;ัว 2์/๑;15.0;747.0;ัว 2์/๑
24.0;749;ัว 2์/๑;13.0;749.0;ัว 2์/๑
26.0;748;ว 3์/๑;20.0;747.0;ว 3์/๑
27.0;743;ว 3์/๑;17.0;742.0;ว 3์/๑
17.0;749;ั 3์/๑;11.0;750.0;ั 3์/๑
18.0;752;ัว 3์/๑;12.0;753.0;ัว 3์/๑
18.0;755;ัย 1์/๑;15.0;756.0;ัย 1์/๑
19.0;756;ย 2์/๑;11.0;756.0;ย 2์/๑
22.0;756;ย 1์/๑;15.0;756.0;ย 1์/๑
22.0;755;Þ 2์/๑;13.0;755.0;Þ 2์/๑
23.0;751;Þย 2์/๑;18.0;750.0;Þย 2์/๑
12.0;743;Þว 2์/๑;11.0;744.0;Þว 2์/๑
14.0;741;Þว 5์/๑;11.0;743.0;Þว 5์/๑
13.0;748;Þว 2์/๑;13.0;750.0;Þว 2์/๑
15.0;753;ั 3์/๑;8.0;755.0;ั 3์/๑
14.0;757;ว 2์/๑;10.0;756.0;ว 2์/๑
14.0;751;Þ 2์/๑;14.0;751.0;Þ 2์/๑
18.0;752;-;12.0;751.0;-
13.0;743;ว 6์/๑;10.0;745.0;ว 6์/๑
10.0;754;ัว 4์/๑;8.0;755.0;ัว 4์/๑
12.0;755;ั 2์/๑;6.0;756.0;ั 2์/๑
9.0;756;Þ 1์/๑;8.0;755.0;Þ 1์/๑
